time (ms),ankle acceleration forward,ankle acceleration vertical,ankle acceleration lateral,thigh acceleration forward,thigh acceleration vertical,thigh acceleration lateral,trunk acceleration forward,trunk acceleration vertical,trunk acceleration lateral,labels
15.0,40,39,-940,0,0,0,0,0,0,0.0
31.0,40,39,-940,0,0,0,0,0,0,0.0
46.0,50,29,-940,0,0,0,0,0,0,0.0
62.0,50,29,-940,0,0,0,0,0,0,0.0
78.0,40,39,-960,0,0,0,0,0,0,0.0
93.0,50,39,-960,0,0,0,0,0,0,0.0
109.0,50,39,-960,0,0,0,0,0,0,0.0
125.0,30,39,-960,0,0,0,0,0,0,0.0
140.0,40,49,-940,0,0,0,0,0,0,0.0
156.0,40,49,-940,0,0,0,0,0,0,0.0
171.0,30,39,-960,0,0,0,0,0,0,0.0
187.0,30,39,-960,0,0,0,0,0,0,0.0
203.0,30,49,-950,0,0,0,0,0,0,0.0
218.0,50,49,-960,0,0,0,0,0,0,0.0
234.0,50,49,-960,0,0,0,0,0,0,0.0
250.0,60,49,-970,0,0,0,0,0,0,0.0
265.0,40,39,-950,0,0,0,0,0,0,0.0
281.0,40,39,-950,0,0,0,0,0,0,0.0
296.0,40,58,-950,0,0,0,0,0,0,0.0
312.0,40,58,-950,0,0,0,0,0,0,0.0
328.0,40,58,-950,0,0,0,0,0,0,0.0
343.0,40,58,-950,0,0,0,0,0,0,0.0
359.0,40,58,-950,0,0,0,0,0,0,0.0
375.0,40,39,-980,0,0,0,0,0,0,0.0
390.0,40,39,-980,0,0,0,0,0,0,0.0
406.0,50,39,-990,0,0,0,0,0,0,0.0
421.0,50,39,-960,0,0,0,0,0,0,0.0
437.0,50,39,-960,0,0,0,0,0,0,0.0
453.0,40,39,-960,0,0,0,0,0,0,0.0
468.0,60,49,-970,0,0,0,0,0,0,0.0
484.0,60,49,-970,0,0,0,0,0,0,0.0
500.0,60,19,-960,0,0,0,0,0,0,0.0
515.0,40,49,-960,0,0,0,0,0,0,0.0
531.0,50,19,-960,0,0,0,0,0,0,0.0
546.0,50,19,-960,0,0,0,0,0,0,0.0
562.0,40,49,-950,0,0,0,0,0,0,0.0
578.0,40,49,-950,0,0,0,0,0,0,0.0
593.0,30,39,-960,0,0,0,0,0,0,0.0
609.0,50,49,-960,0,0,0,0,0,0,0.0
625.0,50,49,-960,0,0,0,0,0,0,0.0
640.0,50,49,-960,0,0,0,0,0,0,0.0
656.0,50,49,-960,0,0,0,0,0,0,0.0
671.0,50,39,-970,0,0,0,0,0,0,0.0
687.0,50,49,-950,0,0,0,0,0,0,0.0
703.0,50,49,-950,0,0,0,0,0,0,0.0
718.0,30,39,-950,0,0,0,0,0,0,0.0
734.0,30,39,-950,0,0,0,0,0,0,0.0
750.0,50,49,-970,0,0,0,0,0,0,0.0
765.0,40,29,-970,0,0,0,0,0,0,0.0
781.0,40,29,-970,0,0,0,0,0,0,0.0
796.0,40,49,-950,0,0,0,0,0,0,0.0
812.0,60,39,-960,0,0,0,0,0,0,0.0
828.0,60,39,-960,0,0,0,0,0,0,0.0
843.0,50,39,-940,0,0,0,0,0,0,0.0
859.0,50,49,-960,0,0,0,0,0,0,0.0
875.0,50,49,-960,0,0,0,0,0,0,0.0
890.0,50,39,-960,0,0,0,0,0,0,0.0
906.0,50,49,-940,0,0,0,0,0,0,0.0
921.0,50,49,-940,0,0,0,0,0,0,0.0
937.0,40,39,-950,0,0,0,0,0,0,0.0
953.0,50,39,-960,0,0,0,0,0,0,0.0
968.0,60,39,-970,0,0,0,0,0,0,0.0
984.0,60,39,-970,0,0,0,0,0,0,0.0
1000.0,50,39,-950,0,0,0,0,0,0,0.0
1015.0,40,39,-940,0,0,0,0,0,0,0.0
1031.0,50,39,-950,0,0,0,0,0,0,0.0
1046.0,50,39,-950,0,0,0,0,0,0,0.0
1062.0,40,39,-960,0,0,0,0,0,0,0.0
1078.0,30,49,-950,0,0,0,0,0,0,0.0
1093.0,60,29,-950,0,0,0,0,0,0,0.0
1109.0,50,49,-970,0,0,0,0,0,0,0.0
1125.0,50,29,-960,0,0,0,0,0,0,0.0
1140.0,50,29,-960,0,0,0,0,0,0,0.0
1156.0,50,58,-970,0,0,0,0,0,0,0.0
1171.0,40,29,-970,0,0,0,0,0,0,0.0
1187.0,60,39,-960,0,0,0,0,0,0,0.0
1203.0,30,39,-950,0,0,0,0,0,0,0.0
1218.0,30,39,-950,0,0,0,0,0,0,0.0
1234.0,50,39,-970,0,0,0,0,0,0,0.0
1250.0,30,39,-960,0,0,0,0,0,0,0.0
1265.0,40,49,-970,0,0,0,0,0,0,0.0
1281.0,40,49,-970,0,0,0,0,0,0,0.0
1296.0,40,49,-990,0,0,0,0,0,0,0.0
1312.0,40,49,-970,0,0,0,0,0,0,0.0
1328.0,50,49,-980,0,0,0,0,0,0,0.0
1343.0,50,49,-980,0,0,0,0,0,0,0.0
1359.0,50,39,-960,0,0,0,0,0,0,0.0
1375.0,50,39,-950,0,0,0,0,0,0,0.0
1390.0,50,39,-950,0,0,0,0,0,0,0.0
1406.0,50,39,-950,0,0,0,0,0,0,0.0
1421.0,40,49,-950,0,0,0,0,0,0,0.0
1437.0,50,49,-950,0,0,0,0,0,0,0.0
1453.0,50,49,-950,0,0,0,0,0,0,0.0
1468.0,50,49,-960,0,0,0,0,0,0,0.0
1484.0,40,39,-960,0,0,0,0,0,0,0.0
1500.0,40,49,-970,0,0,0,0,0,0,0.0
1515.0,40,49,-970,0,0,0,0,0,0,0.0
1531.0,50,39,-960,0,0,0,0,0,0,0.0
1546.0,40,39,-980,0,0,0,0,0,0,0.0
1562.0,40,39,-980,0,0,0,0,0,0,0.0
1578.0,40,49,-950,0,0,0,0,0,0,0.0
1593.0,50,49,-950,-18,18,-979,0,0,0,0.0
1609.0,50,49,-980,-18,18,-979,0,0,0,0.0
1625.0,50,49,-980,-18,18,-979,0,0,0,0.0
1640.0,40,68,-950,-18,18,-979,0,0,0,0.0
1656.0,60,49,-970,-27,37,-989,0,0,0,0.0
1671.0,60,29,-960,-27,37,-989,0,0,0,0.0
1687.0,60,29,-960,-27,37,-989,0,0,0,0.0
1703.0,40,39,-940,-27,37,-989,0,0,0,0.0
1718.0,50,49,-950,-27,37,-989,0,0,0,0.0
1734.0,50,19,-960,-27,37,-989,0,0,0,0.0
1750.0,50,19,-960,-27,37,-989,0,0,0,0.0
1765.0,50,49,-960,-27,37,-989,0,0,0,0.0
1781.0,40,39,-950,-27,37,-989,0,0,0,0.0
1796.0,40,39,-950,-27,27,-1000,0,0,0,0.0
1812.0,50,39,-950,-27,27,-989,0,0,0,0.0
1828.0,40,49,-970,-36,18,-969,0,0,0,0.0
1843.0,40,49,-960,-27,27,-979,0,0,0,0.0
1859.0,40,49,-960,-36,27,-989,0,0,0,0.0
1875.0,50,49,-950,-36,18,-979,0,0,0,0.0
1890.0,50,39,-980,-36,18,-979,0,0,0,0.0
1906.0,40,49,-950,-36,27,-979,0,0,0,0.0
1921.0,40,49,-950,-27,27,-989,0,0,0,0.0
1937.0,50,39,-960,-45,27,-969,0,0,0,0.0
1953.0,50,29,-960,-27,37,-969,0,0,0,0.0
1968.0,50,39,-960,-27,27,-949,0,0,0,0.0
1984.0,50,39,-960,-36,27,-979,0,0,0,0.0
2000.0,40,29,-960,-27,27,-989,0,0,0,0.0
2015.0,30,39,-960,-18,18,-979,0,0,0,0.0
2031.0,60,49,-980,-18,18,-979,0,0,0,0.0
2046.0,60,49,-980,-36,18,-969,0,0,0,0.0
2062.0,30,39,-950,-36,27,-979,0,0,0,0.0
2078.0,50,49,-970,-27,27,-989,0,0,0,0.0
2093.0,50,49,-970,-36,18,-989,0,0,0,0.0
2109.0,50,39,-980,-36,27,-979,0,0,0,0.0
2125.0,40,49,-960,-27,37,-989,0,0,0,0.0
2140.0,40,49,-960,-27,18,-979,0,0,0,0.0
2156.0,50,49,-960,-36,37,-979,0,0,0,0.0
2171.0,60,49,-960,-27,37,-989,0,0,0,0.0
2187.0,60,29,-960,-27,37,-989,0,0,0,0.0
2203.0,50,68,-980,-27,9,-989,0,0,0,0.0
2218.0,50,68,-980,-36,18,-969,0,0,0,0.0
2234.0,50,39,-960,-27,37,-1000,0,0,0,0.0
2250.0,50,39,-960,-18,27,-989,0,0,0,0.0
2265.0,40,49,-970,-36,18,-989,0,0,0,0.0
2281.0,40,39,-960,-27,27,-979,0,0,0,0.0
2296.0,50,39,-940,-27,46,-1000,0,0,0,0.0
2312.0,40,29,-940,-27,46,-1000,0,0,0,0.0
2328.0,50,49,-970,-54,27,-979,0,0,0,0.0
2343.0,50,49,-960,-27,18,-979,0,0,0,0.0
2359.0,40,58,-960,-36,27,-989,0,0,0,0.0
2375.0,50,49,-960,-36,18,-969,0,0,0,0.0
2390.0,50,39,-950,-27,27,-969,0,0,0,0.0
2406.0,50,39,-960,-27,27,-979,0,0,0,0.0
2421.0,40,29,-960,-27,18,-969,0,0,0,0.0
2437.0,40,29,-960,-18,18,-969,0,0,0,0.0
2453.0,60,39,-960,-36,37,-989,0,0,0,0.0
2468.0,40,49,-950,-18,18,-979,0,0,0,0.0
2484.0,40,58,-960,-36,18,-979,0,0,0,0.0
2500.0,40,39,-960,-18,37,-1000,0,0,0,0.0
2515.0,50,39,-970,-36,27,-959,0,0,0,0.0
2531.0,40,39,-960,-27,18,-969,0,0,0,0.0
2546.0,40,39,-960,-36,27,-1000,0,0,0,0.0
2562.0,40,58,-950,-18,18,-989,0,0,0,0.0
2578.0,50,29,-960,-27,37,-989,0,0,0,0.0
2593.0,50,39,-950,-36,27,-969,0,0,0,0.0
2609.0,40,49,-950,-36,27,-989,0,0,0,0.0
2625.0,40,58,-970,-36,18,-979,0,0,0,0.0
2640.0,50,39,-950,-45,18,-979,0,0,0,0.0
2656.0,40,39,-940,-36,27,-989,0,0,0,0.0
2671.0,50,29,-950,-27,18,-989,0,0,0,0.0
2687.0,50,39,-970,-36,27,-969,0,0,0,0.0
2703.0,40,29,-950,-54,37,-979,0,0,0,0.0
2718.0,40,39,-960,-54,37,-979,0,0,0,0.0
2734.0,40,39,-980,-36,27,-979,0,0,0,0.0
2750.0,50,29,-950,-36,37,-969,0,0,0,0.0
2765.0,30,39,-960,-27,18,-1000,0,0,0,0.0
2781.0,40,39,-960,-27,18,-979,0,0,0,0.0
2796.0,50,39,-960,-36,27,-979,0,0,0,0.0
2812.0,50,29,-960,-27,27,-959,436,19,-883,0.0
2828.0,30,49,-940,-45,37,-979,436,19,-883,0.0
2843.0,40,39,-960,-27,18,-989,446,9,-864,0.0
2859.0,50,39,-960,-36,27,-1000,446,9,-864,0.0
2875.0,40,49,-970,-27,27,-949,436,28,-873,0.0
2890.0,50,49,-960,-27,9,-979,436,28,-873,0.0
2906.0,50,49,-970,-45,37,-989,407,28,-873,0.0
2921.0,40,49,-960,-36,27,-979,446,0,-883,0.0
2937.0,50,39,-960,-27,27,-979,446,0,-883,0.0
2953.0,40,29,-960,-27,27,-989,427,28,-864,0.0
2968.0,30,49,-950,-36,27,-979,456,28,-893,0.0
2984.0,40,39,-970,-27,37,-1010,456,28,-893,0.0
3000.0,50,49,-970,-27,18,-1000,436,9,-854,0.0
3015.0,50,39,-960,-45,18,-979,456,0,-854,0.0
3031.0,40,39,-960,-27,27,-979,456,0,-854,0.0
3046.0,50,49,-960,-27,18,-989,436,9,-864,0.0
3062.0,60,39,-940,-36,37,-989,446,19,-873,0.0
3078.0,50,39,-950,-18,18,-969,446,19,-873,0.0
3093.0,40,49,-970,-18,27,-979,427,19,-893,0.0
3109.0,40,49,-960,-36,27,-979,427,19,-873,0.0
3125.0,60,49,-980,-36,18,-969,436,28,-883,0.0
3140.0,60,29,-950,-27,37,-979,436,28,-883,0.0
3156.0,60,49,-950,-27,27,-1000,427,28,-864,0.0
3171.0,40,39,-950,-36,27,-979,436,38,-883,0.0
3187.0,20,49,-960,-27,27,-989,436,19,-883,0.0
3203.0,50,39,-960,-36,27,-979,436,19,-883,0.0
3218.0,50,49,-960,-27,27,-989,446,19,-864,0.0
3234.0,40,39,-960,-36,37,-959,446,19,-864,0.0
3250.0,30,39,-950,-36,27,-1000,427,9,-864,0.0
3265.0,50,58,-960,-27,18,-969,436,19,-854,0.0
3281.0,60,29,-970,-27,27,-979,436,19,-854,0.0
3296.0,50,29,-980,-36,27,-979,427,28,-864,0.0
3312.0,60,29,-950,-27,27,-959,456,9,-864,0.0
3328.0,50,39,-960,-45,27,-979,436,28,-883,0.0
3343.0,60,29,-950,-27,27,-979,446,28,-893,0.0
3359.0,60,29,-950,-27,18,-979,446,28,-893,0.0
3375.0,40,49,-970,-27,18,-979,436,19,-873,0.0
3390.0,60,29,-940,-36,27,-989,446,9,-873,0.0
3406.0,40,49,-950,-27,27,-1000,446,38,-893,0.0
3421.0,50,29,-960,-27,18,-969,436,9,-873,0.0
3437.0,40,49,-950,-36,27,-989,427,19,-873,0.0
3453.0,40,39,-980,-36,37,-969,436,19,-893,0.0
3468.0,40,58,-980,-27,18,-979,436,19,-893,0.0
3484.0,30,39,-960,-45,18,-959,436,28,-873,0.0
3500.0,40,39,-970,-27,18,-979,417,19,-883,0.0
3515.0,30,49,-960,-27,27,-969,446,28,-883,0.0
3531.0,50,29,-950,-27,18,-979,427,9,-864,0.0
3546.0,40,39,-950,-36,27,-979,446,19,-873,0.0
3562.0,60,29,-960,-36,27,-1010,427,19,-854,0.0
3578.0,50,49,-970,-36,27,-1010,427,19,-854,0.0
3593.0,40,39,-970,-27,27,-979,436,19,-873,0.0
3609.0,50,39,-950,-45,27,-969,446,28,-873,0.0
3625.0,40,58,-970,-36,37,-989,427,28,-864,0.0
3640.0,50,39,-940,-27,27,-969,456,9,-873,0.0
3656.0,50,39,-940,-36,18,-989,436,19,-883,0.0
3671.0,50,39,-970,-18,18,-1000,446,19,-873,0.0
3687.0,30,29,-950,-18,18,-1000,436,28,-873,0.0
3703.0,50,39,-990,-27,18,-989,436,28,-873,0.0
3718.0,50,29,-960,-36,27,-969,427,9,-873,0.0
3734.0,50,29,-960,-36,27,-989,456,19,-893,0.0
3750.0,50,39,-950,-27,18,-969,436,28,-873,0.0
3765.0,40,39,-960,-45,27,-969,446,19,-893,0.0
3781.0,30,39,-960,-27,37,-979,446,9,-873,0.0
3796.0,50,39,-950,-27,18,-979,436,19,-883,0.0
3812.0,30,49,-960,-36,27,-989,436,28,-854,0.0
3828.0,60,39,-970,-18,18,-979,446,0,-864,0.0
3843.0,40,49,-960,-27,27,-979,427,28,-873,0.0
3859.0,60,39,-960,-27,18,-979,436,28,-873,0.0
3875.0,50,29,-960,-36,27,-979,446,9,-873,0.0
3890.0,40,49,-960,-45,37,-1000,446,9,-873,0.0
3906.0,50,39,-960,-27,27,-989,436,28,-873,0.0
3921.0,50,49,-950,-36,27,-969,436,28,-883,0.0
3937.0,30,29,-960,-27,18,-989,446,9,-873,0.0
3953.0,50,39,-950,-27,9,-979,446,19,-873,0.0
3968.0,50,39,-970,-45,37,-989,427,28,-873,0.0
3984.0,30,49,-950,-27,27,-969,446,9,-883,0.0
4000.0,40,49,-950,-36,18,-969,427,19,-883,0.0
4015.0,30,49,-960,-36,18,-979,436,19,-902,0.0
4031.0,50,58,-960,-27,27,-979,446,19,-893,0.0
4046.0,50,49,-970,-45,46,-989,446,28,-864,0.0
4062.0,50,39,-950,-45,46,-989,446,28,-873,0.0
4078.0,50,39,-970,-27,18,-989,436,9,-883,0.0
4093.0,30,39,-940,-36,18,-979,446,19,-873,0.0
4109.0,40,49,-970,-27,27,-969,446,38,-873,0.0
4125.0,50,39,-950,-36,37,-959,436,19,-873,0.0
4140.0,50,29,-950,-18,9,-979,446,19,-873,0.0
4156.0,50,29,-960,-36,27,-979,427,19,-883,0.0
4171.0,40,49,-940,-36,27,-1000,446,9,-854,0.0
4187.0,50,49,-970,-36,18,-979,436,19,-873,0.0
4203.0,40,49,-970,-36,37,-969,436,19,-873,0.0
4218.0,50,49,-950,-36,27,-989,427,19,-902,0.0
4234.0,50,49,-950,-9,9,-989,436,28,-873,0.0
4250.0,40,49,-960,-36,27,-959,427,28,-873,0.0
4265.0,40,49,-950,-27,27,-979,446,19,-864,0.0
4281.0,40,49,-980,-36,27,-979,446,28,-883,0.0
4296.0,60,29,-950,-36,37,-989,417,28,-873,0.0
4312.0,40,39,-970,-27,27,-969,446,28,-883,0.0
4328.0,30,39,-960,-36,27,-1010,427,28,-864,0.0
4343.0,40,49,-950,-27,9,-969,436,19,-873,0.0
4359.0,40,49,-950,-36,27,-969,436,19,-873,0.0
4375.0,60,49,-970,-45,37,-979,446,0,-883,0.0
4390.0,40,39,-950,-36,18,-989,427,28,-893,0.0
4406.0,40,39,-990,-36,37,-979,427,19,-883,0.0
4421.0,50,39,-960,-36,27,-1000,427,28,-883,0.0
4437.0,60,39,-950,-36,27,-989,446,9,-873,0.0
4453.0,50,49,-930,-18,18,-989,446,28,-912,0.0
4468.0,40,39,-960,-36,37,-979,436,28,-864,0.0
4484.0,30,58,-980,-36,27,-1000,436,28,-893,0.0
4500.0,50,39,-950,-27,9,-979,446,9,-873,0.0
4515.0,30,49,-950,-36,37,-979,427,28,-854,0.0
4531.0,50,39,-970,-18,18,-979,436,28,-844,0.0
4546.0,50,39,-970,-27,27,-979,446,9,-883,0.0
4562.0,50,39,-960,-27,27,-969,436,19,-873,0.0
4578.0,40,49,-970,-36,27,-969,446,19,-883,0.0
4593.0,60,39,-960,-27,37,-989,436,19,-854,0.0
4609.0,70,39,-980,-18,37,-989,427,19,-883,0.0
4625.0,50,39,-960,-54,27,-959,446,19,-883,0.0
4640.0,30,39,-950,-36,37,-1000,436,19,-883,0.0
4656.0,50,49,-960,-18,18,-989,427,28,-873,0.0
4671.0,50,29,-950,-45,27,-989,417,19,-883,0.0
4687.0,50,49,-960,-36,37,-969,427,9,-873,0.0
4703.0,50,29,-950,-27,27,-989,427,28,-873,0.0
4718.0,30,49,-970,-36,18,-979,436,28,-883,0.0
4734.0,40,39,-970,-27,18,-979,456,9,-844,0.0
4750.0,50,39,-990,-27,18,-979,436,19,-854,0.0
4765.0,40,49,-960,-18,27,-969,436,28,-893,0.0
4781.0,50,49,-980,-45,27,-969,436,28,-893,0.0
4796.0,40,49,-960,-27,27,-989,436,19,-883,0.0
4812.0,50,39,-950,-18,18,-969,436,28,-854,0.0
4828.0,60,58,-980,-27,9,-969,436,19,-844,0.0
4843.0,20,49,-970,-27,9,-969,436,9,-873,0.0
4859.0,60,49,-970,-36,27,-989,456,0,-864,0.0
4875.0,40,39,-980,-27,27,-1010,436,9,-873,0.0
4890.0,50,39,-960,-36,27,-969,446,0,-873,0.0
4906.0,40,39,-950,-27,27,-989,436,9,-864,0.0
4921.0,40,49,-950,-36,27,-989,427,28,-883,0.0
4937.0,40,49,-950,-27,18,-979,446,9,-864,0.0
4953.0,50,19,-970,-36,18,-979,427,19,-864,0.0
4968.0,50,49,-960,-45,37,-979,436,28,-864,0.0
4984.0,60,49,-970,-27,18,-979,436,9,-893,0.0
5000.0,40,49,-980,-36,37,-979,427,19,-864,0.0
5015.0,40,49,-960,-18,27,-1000,436,19,-893,0.0
5031.0,50,19,-960,-27,18,-979,446,28,-883,0.0
5046.0,50,39,-950,-36,27,-969,456,0,-883,0.0
5062.0,50,39,-950,-54,27,-989,446,28,-893,0.0
5078.0,40,58,-960,-36,27,-979,427,28,-873,0.0
5093.0,40,39,-970,-36,18,-979,427,19,-873,0.0
5109.0,40,39,-970,-36,18,-989,427,38,-864,0.0
5125.0,50,39,-950,-36,27,-989,436,38,-893,0.0
5140.0,50,49,-940,-36,18,-989,436,19,-864,0.0
5156.0,20,49,-960,-36,37,-979,436,28,-864,0.0
5171.0,40,29,-960,-27,37,-989,446,19,-873,0.0
5187.0,40,49,-960,-36,9,-989,456,9,-873,0.0
5203.0,60,39,-950,-27,18,-979,446,19,-854,0.0
5218.0,50,39,-960,-36,37,-989,427,19,-873,0.0
5234.0,50,49,-980,-18,9,-979,446,19,-883,0.0
5250.0,40,29,-970,-36,27,-969,446,19,-883,0.0
5265.0,40,39,-950,-36,18,-979,427,38,-883,0.0
5281.0,40,39,-960,-36,27,-959,436,19,-883,0.0
5296.0,30,49,-950,-36,46,-979,436,19,-873,0.0
5312.0,40,58,-940,-36,37,-989,417,28,-893,0.0
5328.0,40,29,-950,-27,27,-989,436,28,-893,0.0
5343.0,40,29,-950,-36,18,-989,436,9,-854,0.0
5359.0,50,29,-970,-18,18,-989,427,9,-883,0.0
5375.0,40,58,-960,-36,27,-979,436,19,-893,0.0
5390.0,30,49,-970,-36,27,-959,456,19,-883,0.0
5406.0,50,29,-960,-45,18,-959,427,19,-864,0.0
5421.0,40,39,-930,-36,37,-1000,436,28,-873,0.0
5437.0,40,39,-970,-36,18,-969,446,19,-883,0.0
5453.0,40,49,-970,-36,18,-969,456,0,-883,0.0
5468.0,50,49,-970,-27,27,-979,436,28,-893,0.0
5484.0,50,19,-930,-27,27,-979,446,9,-873,0.0
5500.0,50,39,-950,-27,18,-1000,436,9,-864,0.0
5515.0,40,58,-980,-27,27,-989,446,28,-864,0.0
5531.0,40,29,-960,-27,18,-979,436,28,-873,0.0
5546.0,60,39,-960,-27,18,-969,436,28,-854,0.0
5562.0,50,39,-960,-36,27,-979,446,19,-883,0.0
5578.0,50,29,-950,-36,27,-989,446,19,-873,0.0
5593.0,50,49,-960,-27,27,-989,417,28,-854,0.0
5609.0,40,49,-950,-27,18,-979,427,38,-883,0.0
5625.0,60,39,-960,-54,27,-969,436,28,-864,0.0
5640.0,40,39,-960,-27,37,-989,436,19,-873,0.0
5656.0,40,39,-960,-27,18,-969,427,19,-864,0.0
5671.0,50,49,-940,-36,27,-969,446,9,-883,0.0
5687.0,40,49,-960,-36,37,-1000,436,19,-854,0.0
5703.0,40,49,-950,-18,9,-969,446,28,-883,0.0
5718.0,50,39,-970,-27,27,-989,446,28,-883,0.0
5734.0,50,39,-970,-36,37,-989,436,9,-864,0.0
5750.0,50,49,-960,-36,18,-979,436,19,-854,0.0
5765.0,40,49,-970,-36,27,-1000,446,19,-893,0.0
5781.0,40,49,-950,-27,27,-949,436,19,-864,0.0
5796.0,60,29,-950,-27,18,-969,446,19,-873,0.0
5812.0,40,29,-950,-36,18,-979,436,9,-883,0.0
5828.0,30,39,-960,-36,18,-969,436,28,-902,0.0
5843.0,40,39,-970,-54,27,-969,436,28,-873,0.0
