time (ms),ankle acceleration forward,ankle acceleration vertical,ankle acceleration lateral,thigh acceleration forward,thigh acceleration vertical,thigh acceleration lateral,trunk acceleration forward,trunk acceleration vertical,trunk acceleration lateral,labels
15.0,50,39,-970,0,0,0,0,0,0,0.0
31.0,50,39,-960,0,0,0,0,0,0,0.0
46.0,50,29,-960,0,0,0,0,0,0,0.0
62.0,50,29,-960,0,0,0,0,0,0,0.0
78.0,40,29,-960,0,0,0,0,0,0,0.0
93.0,40,29,-960,0,0,0,0,0,0,0.0
109.0,60,49,-970,0,0,0,0,0,0,0.0
125.0,50,39,-970,0,0,0,0,0,0,0.0
140.0,50,39,-970,0,0,0,0,0,0,0.0
156.0,50,49,-970,0,0,0,0,0,0,0.0
171.0,50,49,-970,0,0,0,0,0,0,0.0
187.0,60,39,-990,0,0,0,0,0,0,0.0
203.0,60,39,-970,0,0,0,0,0,0,0.0
218.0,50,39,-980,0,0,0,0,0,0,0.0
234.0,50,39,-980,0,0,0,0,0,0,0.0
250.0,60,29,-980,0,0,0,0,0,0,0.0
265.0,60,49,-960,0,0,0,0,0,0,0.0
281.0,60,49,-960,0,0,0,0,0,0,0.0
296.0,40,39,-970,0,0,0,0,0,0,0.0
312.0,50,39,-980,0,0,0,0,0,0,0.0
328.0,50,39,-970,0,0,0,0,0,0,0.0
343.0,50,39,-970,0,0,0,0,0,0,0.0
359.0,50,39,-960,0,0,0,0,0,0,0.0
375.0,50,39,-970,0,0,0,0,0,0,0.0
390.0,50,39,-970,0,0,0,0,0,0,0.0
406.0,50,29,-980,0,0,0,0,0,0,0.0
421.0,60,29,-980,0,0,0,0,0,0,0.0
437.0,60,29,-980,0,0,0,0,0,0,0.0
453.0,40,49,-970,0,0,0,0,0,0,0.0
468.0,40,49,-970,0,0,0,0,0,0,0.0
484.0,50,29,-970,0,0,0,0,0,0,0.0
500.0,50,39,-970,0,0,0,0,0,0,0.0
515.0,40,49,-970,0,0,0,0,0,0,0.0
531.0,60,49,-970,0,0,0,0,0,0,0.0
546.0,50,39,-960,0,0,0,0,0,0,0.0
562.0,50,29,-970,0,0,0,0,0,0,0.0
578.0,50,29,-970,0,0,0,0,0,0,0.0
593.0,60,39,-980,0,0,0,0,0,0,0.0
609.0,60,19,-960,0,0,0,0,0,0,0.0
625.0,50,29,-970,0,0,0,0,0,0,0.0
640.0,40,19,-960,0,0,0,0,0,0,0.0
656.0,30,29,-960,0,0,0,0,0,0,0.0
671.0,50,39,-980,0,0,0,0,0,0,0.0
687.0,50,39,-970,0,0,0,0,0,0,0.0
703.0,60,29,-960,0,0,0,0,0,0,0.0
718.0,60,29,-960,0,0,0,0,0,0,0.0
734.0,50,49,-970,0,0,0,0,0,0,0.0
750.0,60,49,-960,0,0,0,0,0,0,0.0
765.0,40,49,-970,0,0,0,0,0,0,0.0
781.0,50,39,-980,0,0,0,0,0,0,0.0
796.0,70,39,-960,0,0,0,0,0,0,0.0
812.0,50,39,-960,0,0,0,0,0,0,0.0
828.0,50,39,-960,0,0,0,0,0,0,0.0
843.0,50,39,-980,0,0,0,0,0,0,0.0
859.0,70,19,-970,0,0,0,0,0,0,0.0
875.0,40,39,-980,0,0,0,0,0,0,0.0
890.0,50,39,-970,0,0,0,0,0,0,0.0
906.0,40,39,-960,0,0,0,0,0,0,0.0
921.0,40,39,-960,0,0,0,0,0,0,0.0
937.0,50,29,-980,0,0,0,0,0,0,0.0
953.0,60,49,-960,0,0,0,0,0,0,0.0
968.0,50,39,-960,0,0,0,0,0,0,0.0
984.0,60,29,-970,0,0,0,0,0,0,0.0
1000.0,60,29,-970,0,0,0,0,0,0,0.0
1015.0,50,39,-950,0,0,0,0,0,0,0.0
1031.0,50,49,-970,0,0,0,0,0,0,0.0
1046.0,60,39,-960,0,0,0,0,0,0,0.0
1062.0,60,39,-960,0,0,0,0,0,0,0.0
1078.0,70,39,-950,0,0,0,0,0,0,0.0
1093.0,60,39,-970,0,0,0,0,0,0,0.0
1109.0,50,29,-970,0,0,0,0,0,0,0.0
1125.0,50,39,-960,0,0,0,0,0,0,0.0
1140.0,50,39,-960,0,0,0,0,0,0,0.0
1156.0,70,49,-980,0,0,0,0,0,0,0.0
1171.0,50,29,-970,0,0,0,0,0,0,0.0
1187.0,40,49,-980,0,0,0,0,0,0,0.0
1203.0,50,39,-970,0,0,0,0,0,0,0.0
1218.0,50,39,-970,0,0,0,0,0,0,0.0
1234.0,60,29,-980,0,0,0,0,0,0,0.0
1250.0,50,39,-970,0,0,0,0,0,0,0.0
1265.0,60,39,-960,0,0,0,0,0,0,0.0
1281.0,60,39,-960,0,0,0,0,0,0,0.0
1296.0,50,49,-980,0,0,0,0,0,0,0.0
1312.0,50,29,-970,0,0,0,0,0,0,0.0
1328.0,40,49,-950,0,0,0,0,0,0,0.0
1343.0,60,19,-970,0,0,0,0,0,0,0.0
1359.0,60,19,-970,0,0,0,0,0,0,0.0
1375.0,40,49,-950,0,0,0,0,0,0,0.0
1390.0,50,49,-980,0,0,0,0,0,0,0.0
1406.0,50,39,-970,0,0,0,0,0,0,0.0
1421.0,50,49,-960,0,0,0,0,0,0,0.0
1437.0,50,49,-960,0,0,0,0,0,0,0.0
1453.0,60,39,-950,0,0,0,0,0,0,0.0
1468.0,50,49,-970,0,0,0,0,0,0,0.0
1484.0,50,49,-980,0,0,0,0,0,0,0.0
1500.0,50,49,-980,0,0,0,0,0,0,0.0
1515.0,50,39,-960,0,0,0,0,0,0,0.0
1531.0,60,39,-980,0,0,0,0,0,0,0.0
1546.0,60,39,-970,0,0,0,0,0,0,0.0
1562.0,50,49,-970,0,0,0,0,0,0,0.0
1578.0,50,49,-970,0,0,0,0,0,0,0.0
1593.0,60,39,-970,0,0,0,0,0,0,0.0
1609.0,50,49,-990,0,0,0,0,0,0,0.0
1625.0,60,29,-970,0,0,0,0,0,0,0.0
1640.0,50,58,-1000,0,0,0,0,0,0,0.0
1656.0,50,39,-970,0,0,0,0,0,0,0.0
1671.0,60,49,-980,0,0,0,0,0,0,0.0
1687.0,60,49,-980,0,0,0,0,0,0,0.0
1703.0,50,29,-980,0,0,0,0,0,0,0.0
1718.0,50,39,-960,0,0,0,0,0,0,0.0
1734.0,50,39,-950,0,0,0,0,0,0,0.0
1750.0,60,39,-960,0,0,0,0,0,0,0.0
1765.0,60,39,-960,0,0,0,0,0,0,0.0
1781.0,40,39,-960,0,0,0,0,0,0,0.0
1796.0,40,39,-960,0,0,0,0,0,0,0.0
1812.0,50,39,-990,0,0,0,0,0,0,0.0
1828.0,50,19,-970,0,0,0,0,0,0,0.0
1843.0,40,29,-980,0,0,0,0,0,0,0.0
