time (ms),ankle acceleration forward,ankle acceleration vertical,ankle acceleration lateral,thigh acceleration forward,thigh acceleration vertical,thigh acceleration lateral,trunk acceleration forward,trunk acceleration vertical,trunk acceleration lateral,labels
15.0,121,88,-950,0,0,0,0,0,0,0.0
31.0,121,88,-950,0,0,0,0,0,0,0.0
46.0,131,107,-970,0,0,0,0,0,0,0.0
62.0,131,107,-970,0,0,0,0,0,0,0.0
78.0,131,107,-970,0,0,0,0,0,0,0.0
93.0,131,107,-970,0,0,0,0,0,0,0.0
109.0,131,107,-970,0,0,0,0,0,0,0.0
125.0,131,107,-970,0,0,0,0,0,0,0.0
140.0,131,107,-970,0,0,0,0,0,0,0.0
156.0,131,107,-970,0,0,0,0,0,0,0.0
171.0,131,107,-970,0,0,0,0,0,0,0.0
187.0,131,107,-970,0,0,0,0,0,0,0.0
203.0,131,107,-970,0,0,0,0,0,0,0.0
218.0,131,107,-970,0,0,0,0,0,0,0.0
234.0,131,107,-970,0,0,0,0,0,0,0.0
250.0,131,107,-970,0,0,0,0,0,0,0.0
265.0,131,107,-970,0,0,0,0,0,0,0.0
281.0,131,107,-970,0,0,0,0,0,0,0.0
296.0,131,107,-970,0,0,0,0,0,0,0.0
312.0,131,107,-970,0,0,0,0,0,0,0.0
328.0,131,107,-970,0,0,0,0,0,0,0.0
343.0,141,98,-980,0,0,0,0,0,0,0.0
359.0,141,88,-960,0,0,0,0,0,0,0.0
375.0,131,88,-970,0,0,0,0,0,0,0.0
390.0,131,88,-970,0,0,0,0,0,0,0.0
406.0,131,88,-960,0,0,0,0,0,0,0.0
421.0,151,88,-960,0,0,0,0,0,0,0.0
437.0,141,88,-950,0,0,0,0,0,0,0.0
453.0,131,98,-960,0,0,0,0,0,0,0.0
468.0,141,107,-960,0,0,0,0,0,0,0.0
484.0,141,107,-960,0,0,0,0,0,0,0.0
500.0,161,58,-960,0,0,0,0,0,0,0.0
515.0,141,88,-960,0,0,0,0,0,0,0.0
531.0,151,98,-950,0,0,0,0,0,0,0.0
546.0,121,88,-940,0,0,0,0,0,0,0.0
562.0,121,107,-960,0,0,0,0,0,0,0.0
578.0,121,98,-960,0,0,0,0,0,0,0.0
593.0,121,98,-960,0,0,0,0,0,0,0.0
609.0,151,88,-960,0,0,0,0,0,0,0.0
625.0,141,78,-950,0,0,0,0,0,0,0.0
640.0,131,98,-950,0,0,0,0,0,0,0.0
656.0,141,98,-970,0,0,0,0,0,0,0.0
671.0,141,88,-970,0,0,0,0,0,0,0.0
687.0,131,98,-950,0,0,0,0,0,0,0.0
703.0,141,98,-960,0,0,0,0,0,0,0.0
718.0,141,98,-960,0,0,0,0,0,0,0.0
734.0,141,98,-940,0,0,0,0,0,0,0.0
750.0,141,88,-940,0,0,0,0,0,0,0.0
765.0,141,107,-960,0,0,0,0,0,0,0.0
781.0,141,88,-950,0,0,0,0,0,0,0.0
796.0,141,88,-950,0,0,0,0,0,0,0.0
812.0,141,88,-950,0,0,0,0,0,0,0.0
828.0,131,98,-970,0,0,0,0,0,0,0.0
843.0,131,98,-970,0,0,0,0,0,0,0.0
859.0,131,98,-970,0,0,0,0,0,0,0.0
875.0,141,88,-950,0,0,0,0,0,0,0.0
890.0,141,98,-970,0,0,0,0,0,0,0.0
906.0,131,98,-970,0,0,0,0,0,0,0.0
921.0,141,78,-950,0,0,0,0,0,0,0.0
937.0,141,78,-950,0,0,0,0,0,0,0.0
953.0,141,107,-970,0,0,0,0,0,0,0.0
968.0,141,88,-980,0,0,0,0,0,0,0.0
984.0,131,88,-950,0,0,0,0,0,0,0.0
1000.0,131,88,-950,0,0,0,0,0,0,0.0
1015.0,151,88,-950,0,0,0,0,0,0,0.0
1031.0,141,88,-960,0,0,0,0,0,0,0.0
1046.0,131,88,-970,0,0,0,0,0,0,0.0
1062.0,131,88,-970,0,0,0,0,0,0,0.0
1078.0,141,88,-950,0,0,0,0,0,0,0.0
1093.0,131,88,-950,0,0,0,0,0,0,0.0
1109.0,131,98,-970,0,0,0,0,0,0,0.0
1125.0,131,98,-970,0,0,0,0,0,0,0.0
1140.0,151,98,-950,0,0,0,0,0,0,0.0
1156.0,131,88,-950,0,0,0,0,0,0,0.0
1171.0,141,88,-950,0,0,0,0,0,0,0.0
1187.0,141,88,-950,0,0,0,0,0,0,0.0
1203.0,131,107,-950,0,0,0,0,0,0,0.0
1218.0,151,88,-960,0,0,0,0,0,0,0.0
1234.0,131,88,-960,0,0,0,0,0,0,0.0
1250.0,161,68,-970,0,0,0,0,0,0,0.0
1265.0,161,68,-970,0,0,0,0,0,0,0.0
1281.0,141,98,-950,0,0,0,0,0,0,0.0
1296.0,151,88,-970,0,0,0,0,0,0,0.0
1312.0,151,88,-970,0,0,0,0,0,0,0.0
1328.0,131,98,-970,0,0,0,0,0,0,0.0
1343.0,151,78,-950,0,0,0,0,0,0,0.0
1359.0,141,98,-950,0,0,0,0,0,0,0.0
1375.0,141,98,-950,0,0,0,0,0,0,0.0
1390.0,151,98,-950,0,0,0,0,0,0,0.0
1406.0,141,98,-960,0,0,0,0,0,0,0.0
1421.0,141,98,-960,-9,37,-969,0,0,0,0.0
1437.0,141,98,-960,-9,37,-969,0,0,0,0.0
1453.0,141,78,-940,0,46,-989,0,0,0,0.0
1468.0,121,98,-950,0,9,-969,0,0,0,0.0
1484.0,141,98,-960,0,9,-969,0,0,0,0.0
1500.0,141,98,-960,-18,46,-989,0,0,0,0.0
1515.0,121,88,-940,0,55,-1000,0,0,0,0.0
1531.0,151,98,-960,0,55,-1000,0,0,0,0.0
1546.0,151,98,-960,0,37,-979,0,0,0,0.0
1562.0,151,88,-950,-9,37,-969,0,0,0,0.0
1578.0,131,98,-950,-9,37,-969,0,0,0,0.0
1593.0,141,98,-970,0,37,-979,0,0,0,0.0
1609.0,141,88,-950,-9,46,-979,0,0,0,0.0
1625.0,141,88,-950,0,46,-989,0,0,0,0.0
1640.0,141,88,-950,0,46,-989,0,0,0,0.0
1656.0,131,78,-960,-18,37,-969,0,0,0,0.0
1671.0,121,107,-960,-9,46,-989,0,0,0,0.0
1687.0,121,107,-960,0,37,-979,0,0,0,0.0
1703.0,131,98,-950,0,37,-979,0,0,0,0.0
1718.0,151,78,-960,-9,27,-979,0,0,0,0.0
1734.0,141,98,-960,-9,37,-969,0,0,0,0.0
1750.0,141,88,-970,-18,37,-969,0,0,0,0.0
1765.0,141,88,-970,-18,37,-969,0,0,0,0.0
1781.0,131,88,-960,0,27,-979,0,0,0,0.0
1796.0,131,107,-960,-18,37,-989,0,0,0,0.0
1812.0,151,88,-960,-9,37,-979,0,0,0,0.0
1828.0,151,88,-960,-9,46,-979,0,0,0,0.0
1843.0,121,88,-940,0,37,-969,0,0,0,0.0
1859.0,141,98,-970,0,37,-969,0,0,0,0.0
1875.0,131,98,-950,-9,37,-959,0,0,0,0.0
1890.0,151,88,-960,0,37,-989,0,0,0,0.0
1906.0,151,88,-960,-9,27,-979,0,0,0,0.0
1921.0,141,98,-950,-9,27,-979,0,0,0,0.0
1937.0,121,98,-950,-9,27,-979,0,0,0,0.0
1953.0,121,98,-950,0,46,-989,0,0,0,0.0
1968.0,141,98,-950,-9,46,-1000,0,0,0,0.0
1984.0,151,68,-950,0,27,-959,0,0,0,0.0
2000.0,151,68,-950,-18,37,-979,0,0,0,0.0
